rule_id,title,text
Rule 2,Area categories A and B are defined as follows:,"Area categories A and B are defined as follows:

Category A: Areas within the municipal limits of towns/cities having population
more than 10 lakhs and also up to 5 km beyond the municipal limits of
such towns/cities.
Category B: Areas not covered by category A."
Rule 3,The standards shall be regulated by the State Pollution Control Boards or Pollution,"The standards shall be regulated by the State Pollution Control Boards or Pollution

Control Committees, as the case may be.
The Environment (Protection) Rules, 1986 513"
Rule 4,Individual units with engine ratings less than or equal to 800 KW are not covered by,"Individual units with engine ratings less than or equal to 800 KW are not covered by

this notification.
5. Only following liquid fuels viz. High Speed Diesel, Light Diesel Oil, Low Sulphur
Heavy Stock and Furnace Oil or liquid fuels with equivalent specifications shall be
used in these power plants and generator sets."
Rule 6,"For expansion project, stack height of new generator sets shall be as per total Sulphur","For expansion project, stack height of new generator sets shall be as per total Sulphur

Dioxide emission (including existing as well as additional load)."
Rule 7,"For multi engine plants, fuels shall be grouped in cluster to get better plume rise and","For multi engine plants, fuels shall be grouped in cluster to get better plume rise and

dispersion. Provision for any future expansion should be made in planning stage
itself."
Rule 8,"Particulate matter, Non-Methane Hydrocarbon and Carbon Monoxide results are to","Particulate matter, Non-Methane Hydrocarbon and Carbon Monoxide results are to

be normalized to 250C, 1.01Kilo Pascal (760 mm of mercury) pressure and zero
percent moisture (dry basis).
9. Measurement shall be performed at steady load conditions of more than 85% of the
rated load."
Rule 10,Continuous monitoring of Oxides of Nitrogen shall be done by the plants whose total,"Continuous monitoring of Oxides of Nitrogen shall be done by the plants whose total

engine capacity is more than 50 Mega Watt. However, minimum once in six month
monitoring for other parameters shall be adopted by the plants."
Rule 11,Following methods may be adopted for the measurement of emission parameters:-,"Following methods may be adopted for the measurement of emission parameters:-

Sl Emission Measurement Methods
No. Parameters"
Rule 1,Particulates Gravimetric,Particulates Gravimetric
Rule 2,SO Barium Perchlorate Thorin indicator method,"SO Barium Perchlorate Thorin indicator method

2"
Rule 3,"NO Chemiluminescence, Non Dispersive Infra Red, Non","NO Chemiluminescence, Non Dispersive Infra Red, Non

x
Dispersive Ultra-Violet (for continuous measurement),
Phenol disulphonic method"
Rule 4,CO Non Dispersive Infra Red,CO Non Dispersive Infra Red
Rule 5,"O Paramagnetic, Electrochemical Sensor","O Paramagnetic, Electrochemical Sensor

2"
Rule 6,NMHC Gas Chromatograph-Flame Ionisation Detector,"NMHC Gas Chromatograph-Flame Ionisation Detector

514 The Environment (Protection) Rules, 1986
1[97.BOILERS USING AGRICULTUREWASTE AS FUEL
Step Grate 250 mg / Nm3
Particulate matter
Horse Shoe/ 500 mg / Nm3
Pulsating (12% of CO )
2
Particulate matter
Spreader stroker 500 mg / Nm3
Particulate matter (12% of CO );
2
98.GUIDELINES FOR POLLUTION CONTROL IN GINNING MILLS
Measures for Noise Control
(i) Creating separate soundproof enclosures for the fans
within the ginning area.
(ii) Keeping the fans outside the ginning room in separate
enclosures.
(iii) Roller gins may be covered by sound proof enclosures and
use of pneumatic feeding of raw cotton while suction of
ginned cotton is introduced to considerably reduce the dust
pollution level.
Measures for Dust Control
(i) The fugitive emission can be largely controlled by
employing mechanical or pneumatic handling of raw
material and ginned material through covered ducts and
providing overhead hoods connected to exhaust through
ducts and filters; use of lifting platforms for bale formers.
(ii) The overhead hoods with exhaust arrangement can be
provided at:
(a) The saw-ginning machine where manual
handling to maintain proper feeding in the
machine.
(b) At the feeding point of the roller ginning
machine when manual feeding is carried out.
(c) At the collection points of ginned cotton from
saw ginning condenser]
1
Entry 97 and 98 added by Rule 2 (iv) of the Environment (Protection) Third Amendment Rules, 2005 notified vide
Notification G.S.R. 546(E), dated 30.8.2005.
The Environment (Protection) Rules, 1986 515
1[99. SPONGE IRON PLANT (ROTARY KILN)
A. Emission Standards*
Particulate Fuel Type Limiting value
matter for
concentration
Coal 100 mg/Nm3
Gas 50 mg/Nm3
Carbon Coal/gas 1%
Monoxide
(Vol/Vol.)
Stack Coal/gas 30.0m
Height**
(minimum)
Note:-
* Emission shall be normalized at 12% CO in
2
stack emission,
** Stack height shall be calculated as H=14.0 Q0.3
where Q is emission of Sulphur Dioxide (SO ) in
2
kg/hr. i.e.
SO (kg/hr) Height
2
(Meter)
Upto 12.68 30
12.69-33.08 40
33.09-69.06 50
69.07-127.80 60
127.81-213.63 70
(De-dusting unit) Particulate Existing unit New Unit
matter (mg/m3) 100 50
Note:-
(i) Stack attached to de-dusting unit l
have minimum height of 30.0 metre.
(ii) If, De-dusting unit is connected to
After Burner Chamber (ABC),
emission shall be emitted through
common stack (minimum height 30.0
metre) having separate arrangements
for emission monitoring for de-
dusting unit.
1
Inserted by Rule 2 (i) of the Environment (Protection) Fourth Amendment Rules, 2008 notified by G.S.R.414(E), dated
30.5.2008.
516 The Environment (Protection) Rules, 1986
(Rotary Kiln/De- B. Fugitive Emission Standards
dusting unit)
Particulate Existing Unit New Unit
matter
(µg/m3) 3000 2000
Note:-
(i) the existing industry shall comply
with a standard of 2000 (µg/m3) after
one year from the date of notification.
(ii) Fugitive emission shall be monitored
at a distance 10.0 metre from the
source of fugitive emission as per
following:
Area Monitoring location
Raw material Wagon tippler, Screen area,
handling area Transfer points, Stock bin
area
Crusher area Crushing plant, vibrating
screen, transfer points
Raw material Feeder area, Mixing area,
feed area Transfer Points
Cooler discharge Over size discharge area,
area Transfer points
Product Intermediate stock bin area,
processing area Screening plant, Magnetic
separation unit, Transfer
points, Over size discharge
area, Product separation area,
Bagging area
Other areas As specified by State
Pollution Control Board/
Pollution Control
Committees.
C. Effluent Standards
pH 5.5-9.0
Total suspended 100mg/l
solids
Oil & Grease 10 mg/l
Chemical oxygen 250mg/l
demand
The Environment (Protection) Rules, 1986 517
Note:-
(i) All effort shall be made to reuse and
re-circulate the water and to maintain
(ii) Stormwater drain shall be provided
within the premises of the industry so
as to avoid mixing with effluent].
1[100. COMMON HAZARDOUS WASTE INCINERATOR
A. Emission
Limiting Sampling
concentration Duration in
in mg/Nm3 (minutes)
unless stated unless stated
Particulate Matter 50 30
HCL 50 30
SO 200 30
2
CO 100 30
50 24 hours
Total Organic 20 30
Carbon
HF 4 30
NOx (NO and 400 30
NO expressed as
2,
NO
2
Total dioxins and 0.1 8 hours
furans ngETQ/Nm3
Cd+Th+their 0.05 2 hours
compounds
Hg and its 0.05 2 hours
compounds
Sb+As+Pb+Co+ 0.50 2 hours
Cr+Cu+Mn+Ni+
V+their
compounds
1
Inserted by Rule 2 of the Environment (Protection) Fifth Amendment Rules, 2008 notified by G.S.R.481(E), dated
26.6.2008.
518 The Environment (Protection) Rules, 1986
Notes:
i. All monitored values shall be corrected to
11 % oxygen on dry basis.
ii. The CO concentration in tail gas shall not
2
be less than 7%.
iii. In case, halogenated organic waste is less
than 1% by weight in input waste, all the
facilities in twin chamber incinerators shall
be designed to achieve a minimum
temperature of 950oC in secondary
combustion chamber and with a gas
residence time in secondary combustion
chamber not less than 2 (two) seconds.
iv. In case halogenated organic waste is more
than 1% by weight in input waste, waste
shall be incinerated only in twin chamber
incinerators and all the facilities shall be
designed to achieve a minimum
temperature of 1100oC in secondary
combustion chamber with a gas residence
time in secondary combustion chamber not
less than 2 (two seconds).
v. Incineration plants shall be operated
(combustion chambers) with such
temperature, retention time and turbulence,
as to achieve Total Organic Carbon (TOC)
content in the slag and bottom ashes less
than 3%, or their loss on ignition is less
than 5% of the dry weight].
The Environment (Protection) Rules, 1986 519
1[101. INCINERATOR FOR PESTICIDE INDUSTRY
A. EMISSION
Limiting Sampling
concentration Duration in
in mg/Nm3 (minutes)
unless stated unless stated
Particulate Matter 50 30
HCL 50 30
SO 200 30
2
CO 100 Daily
average
Total Organic Carbon 20 30
Total Dioxins Existing 0.2 8 hours
and Furans* Incinerator ngTEQ/Nm3
New 0.1 8 hours
Incinerator
Sb+As+Pb+Cr 1.5 2 hours
+Co+Cu+Mn+Ni +V+ their
compounds
* The existing plant shall comply with norms for dioxins and
furans as 0.1 ng/TEQ/Nm3 within a period of five years from
the date of publication of this notification.
Notes:
i. All monitored values shall be corrected to 11% oxygen on
dry basis.
ii The CO concentration in tail gas shall note be less than
2
7%.
iii. In case, halogenated organic waste is less than 1% by
weight in input waste, all the facilities in single chamber
incinerators shall be designed so as to achieve a minimum
temperature of 1100°C, in the incinerator. For fluidized
bed technology Incinerator, temperature shall be
maintained at 950°C.
1
Inserted by Rule 2 of the Environment (Protection) Seventh Amendment Rules, 2008 notified by G.S.R.600(E), dated
18.8.2008.
520 The Environment (Protection) Rules, 1986
iv. In case halogenated organic waste in more than 1% by
weight in input waste, waste shall be incinerated only in
twin chamber incinerators and all the facilities shall be
designed to achieve a minimum temperature of 1100oC in
secondary combustion chamber with a gas residence time
in secondary combustion chamber not less than two
seconds.
v. Scrubber meant for scrubbing emissions shall not be less
used as quencher.
vi Incineration plants shall be operated (combustion
chambers) with such temperature, retention time and
turbulence, as to achieve Total Organic Carbon (TOC)
content in the slag and bottom ashes less than 3%, and
their loss on ignition is less than 5% of the dry weight.
vii The incinerators shall have a chimney of atleast thirty
metre height.
B. Wastewater
i Wastewater (scrubber water and floor washings) shall be
discharged into receiving water conforming to the norms
prescribed under Schedule VI: General Standards for
Discharge of Environment Pollutions (Part A : Effluents)
notified under the Environment (Protection) Rules, 1986.
ii The built up in Total Dissolved Solids (TDS) in
wastewater of floor washings shall not exceed 1000 mg/l
over and above the TDS of raw water used.
1[102. REFRACTORY INDUSTRY
A. Emission Standards
(i) Down Draft Kiln (Fuel:Coal)
Category * limiting
concentration
(mg/Nm3)
Particulate Small/ 350
matter medium/large
Minimum (metres)
1
Inserted by Rule 2 of the Environment (Protection) Amendment Rules, 2009 notified by G.S.R.97(E), dated 18.2.2009.
The Environment (Protection) Rules, 1986 521
Stack height Small 15
Medium 18
Large 21
(ii) Other than Down Draft Kiln (Fuel:Coal)
Category * Limiting
concentration
(mg/Nm3)
Particulate Small 300
matter
Medium 200
Large 150
Minimum (metres)
Small 15
Stack height
Medium 18
Large 21
(iii) Box, Tunnel Down DraftKiln, etc. (Fuel:Natural
Gas/Producer Gas/LPG or a combination of
Fuels/Furnance Oil as Secondary Fuel)
Category* Limiting
concentration
(mg/Nm3)
Particulate Small 200
matter
Medium/ 150
Large
Minimum (metres)
Small 12
Stack height
Medium 15
Large 18
Category* Production (tpa)
small kiln <15,000
Medium kiln 15,001-50,000
Large kiln above 50,000
522 The Environment (Protection) Rules, 1986
(iv) Rotary Kiln (Fuel: Furnance Oil)
Category** Limiting
concentration
(mg/Nm3)
Particulate Small 200
matter
Medium/ 150
Large
Minimum (metres)
Small 35
Stack height
Medium 45
Large 60
Category** Production (tpd)
Small/rotary <50
kiln
medium rotary 51-100
kiln
large rotary Above 100
kiln
Note:-
(i) All values of particulate matter are to be corrected at 6 per cent Carbon
Dioxide.
(ii) Fugitive emission shall not exceed 10 mg/m3from any process or plant.
(iii) Each stack shall be at least 2 metre above the top most point of the
building, shed or plant in the industry excluding bucket elevator, mill
house and vibrating screen.
(iv) If more than one kiln is connected to single stack, sum of the
production capacity of all the kilns would be considered for
determining the capacity of the kiln and accordingly depending upon
the total capacity, emission standard and stack height would be
implemented.
(v) Monitoring of stack shall be carried out at the time of charging and
after the completion of charging and average of these two results shall
be considered as emission level.
The Environment (Protection) Rules, 1986 523
B. EFFLUENT STANDARDS
Limiting value for
concentration (mg/l
except for pH)
Inland Surface Water Public Land for
Sewer Irrigation
pH 5.5 to 9.0 5.5 to 9.0 5.5 to 9.0
Oil and Grease 10 20 10
BOD BOD o 30 250 100
3 days, 27 C
COD 250 - -
Suspended Solids 100 600 200
Phenols 1.0 5.0 -
Cyanide as CN 0.2 2.0 0.2
Cr(Hexavalent) 0.1 2.0 1.0
Cr(Total) 2.0 2.0 2.0]
1[103 CASHEW SEED PROCESSING INDUSTRY
A. EMISSION STANDARDS
Process Limiting
concentration in
mg/Nm3
Roasting 250
Particulate Cooking (roasted 150
Matter shell/deoiled cake
as fuel)
Borma Oven 150
Heater (roasted
shell/deoiled cake
as fuel)
1
Inserted by Rule 2 of the Environment (Protection) Amendment Rules, 2010 notified vide GSR 1(E), dated 1.1.2010.
524 The Environment (Protection) Rules, 1986
Minimum (metres)
Stack height Roasting 20
Cooking 15
Borma Oven 15
Heater
Note:
All values of particulate matter shall be corrected at
4% Carbon Dioxide.
Each stack shall be at least 2 metres above the top
most point of the building, shed or plant in the
industry.
-
alongwith Roasting-drum emissions and shall pass
through wet scrubber.
Bio-gasifier shall be installed if roasted shells are used
as fuel in the unit.
B-EFFLUENT STANDARDS
Limiting concentration in mg/l, except for pH
Inland surface Public sewer Land for Irrigation
Water
pH 6.5 to 8.5 6.5 to 8.5 6.5 to 8.5
Oil & Grease 10 20 10
BOD 30 250 100
3days, 27oC
Suspended 100 600 200
Solids
Phenols 1.0 5.0 -]
The Environment (Protection) Rules, 1986 525
1[104 PLASTER OF PARIS INDUSTRY
A. Stack Emission Standards
Stack Production Capacity upto 30 tonnes per day (tpd)
Source Limiting
concentration in
mg/Nm3
Particulate Crusher 500
Matter
Calciner 500
Furnace/Grinder 150
Production capacity above 30 tpd
Particulate matter Crusher/ 150
Calciner/ Furnace
Grinder
Notes:"
Rule 1,The units having production capacity up to 30 tpd shall,"The units having production capacity up to 30 tpd shall

channelize their emission through a stack or chimney of
height at least ten metres above ground level or three
metres above the top of shed or building of the industry,
whichever is more."
Rule 2,The units having production capacity above 30 tpd shall,"The units having production capacity above 30 tpd shall

channelize their emission through a stack or chimney of
height at least thirty metres above the ground level or
three metres above the top of shed or building whichever
is more.
B. FUGITIVE EMISSION STANDARDS (µG/M3)
Particulate Matter 2,000
Note: Fugitive emission shall be monitored at a distance of
10 + 1 metres from the source, irrespective of
production capacity.]
1
Inserted by Rule 2 of the Environment (Protection) Second Amendment Rules, 2010 notified vide G.S.R..61(E), dated
5.2.2010.
526 The Environment (Protection) Rules, 1986
(F. No. Q-15017/95/2000-CPW)
(R. K. VAISH)
JOINT SECRETARY TO THE GOVT. OF INDIA
Note:
The principal rules were published in the Gazette of India vide number S.O. 844(E), dated the
19th November, 1986 and subsequently amended vide S.O. 433(E), dated the 18th April, 1987,
S.O.64(E) dated the 18th January, 1988, S.O. 3(E) dated 3rd January, 1989, S.O. 190(E), dated
the 15th March, 1989, G.S.R. 913(E), dated the24th October, 1989, S.O. 12(E), dated the 8th
January, 1990, G.S.R.742(E), dated the 30th August, 1990, S.O. 23(E), dated the16th January,
1991, G.S.R. No.93(E), dated the t21st February, 1991, G.S.R. 95(E), dated the 12th February,
1992, G.S.R. 329(E), dated the 13th March, 1992, G.S.R. 475(E), dated the 5th May, 1992,
G.S.R. 797 (E), dated the 1st October, 1992, G.S.R. 386(E), dated the 28th April, 1993, G.S.R.
422(E), dated the 19th May, 1993, G.S.R. 801(E), dated the31st December, 1993, G.S.R.
176(E), dated the 3rd April, 1996, G.S.R. 631(E), dated the 31st October, 1997, G.S.R. 504(E),
dated the 20th August, 1998, G.S.R.7 (E), dated the 2nd January, 1999, G.S.R. 682(E), dated
the 5th October, 1999, G.S.R.742(E), dated the 25th September, 2000, G.S.R. 72(E), dated the
6th February, 2001, G.S.R. 54(E), dated the 22nd January, 2002, G.S.R. 371(E), dated the 17th
May, 2002, G.S.R. 489(E), dated the 9th July, 2002, S.O.1088(E), dated the 11th October,
2002, G.S.R. 849(E), dated the 30th December, 2002, G.S.R. 520(E), dated the 1st July, 2003,
G.S.R. 92(E), dated the 29th January, 2004, G.S.R.448(E), dated the 12th July, 2005,
Corrigenda G.S.R. 520(E), dated the 12th August, 2004, G.S.R.272(E), dated the 5th May,
2005, G.S.R.315(E), dated the 16th May, 2005 and G.S.R.546(E), dated 30th August, 2005,
G.S.R.46(E), dated the 3rd February, 2006, G.S.R.464(E), dated the 7th August, 2006,
G.S.R.640(E), dated the 16th October, 2006, G.S.R.566(E), dated the 29th August, 2007,
G.S.R.704(E), dated the 12th November, 2007, G.S.R.186(E), dated the 18th March, 2008,
G.S.R.280(E), dated the 11th April, 2008, G.S.R.344(E), dated the 7th May 2008,
G.S.R.414(E), dated the 30th May, 2008, G.S.R.481(E), dated the 26th June, 2008,
G.S.R.579(E), dated the 6th August, 2008, G.S.R.600(E), dated the 18th August, 2008,
G.S.R.752(E), dated the 24th October, 2008, G.S.R.97(E), dated the 18th February, 2009,
G.S.R.149(E), dated the 4th March, 2009, G.S.R.512(E), dated the 9th July, 2009,
G.S.R.543(E), dated the 22nd July, 2009, G.S.R.595(E), dated 21st August, 2009,
G.S.R.794(E), dated the 4th November, 2009, G.S.R.826(E), dated the 16th November, 2009
G.S.R.1(E), dated 1st January, 2010 and G.S.R.61(E), dated the 5th February, 2010.
The Environment (Protection) Rules, 1986 527
APPENDIX A
FORM I
(See rule 7)
NOTICE OF INTENTION TO HAVE SAMPLE ANALYSED
To
Take this notice that it is intended to h
Which has been taken today, the
designation of the person who takes the sample)
_______________________________________
*Specify the place where the sample is taken.
(SEAL)
DATE
FORM II
(See rule 8)
MEMORANDUM TO GOVERNMENT ANALYST
From
To
The Government Analyst
The portion of sample described below is sent herewith for analysis under rule 6 of the
Environment (Protection) Rules, 1986.
The portion of the sample has been marked by me with the following mark :
Details of the portion of sample taken
Name and designation of person who sends sample
(SEAL)
528 The Environment (Protection) Rules, 1986
FORM III
(See Rule 8)
REPORT BY GOVERNMENT ANALYST
Report
Government Analyst duly appointed under section 13 of the Environment (Protection)
from ...
1
.
The sample was in a condition fit for analysis as reported below :
I further certify that I have analysed the aforementioned sample
declare the result of the analysis to be as follows :
2
The Condition of seals, fastening of sample on receipt was as follows :
Signature
(Government Analyst)
1
Here write the name of the officer/authority from whom sample was obtained.
2
Here write full details of analysis and refer to method of analysis.
The Environment (Protection) Rules, 1986 529
FORM IV
(See rule 11)
FORM OF NOTICE
By registered post
acknowledgement due
From (1)
To
Notice under section 19(b) of Environment (Protection) Act, 1986
Whereas an offence under the Environment (Protection) Act, 1986 has been
co
(2) I/we hereby give notice of 60 days under section 19(b) of the Environment
(Protection) Act, 1986 of my/our intention to file a complaint in the court against
of section of the
Environment (Protection) Act, 1986.
In support of my/our notice, I am /we are enclosed the following documents(3) as
evidence of proof of the Environment (Protection) Act, 1986.
Signature(s)
Explanation :
(1) In case the notice is given in the name of a Company, documentary evidence
authorising the persons to sign the notice on behalf of the company shall be
enclosed to this notice.
Company for this purpose means a company defined in explanation to sub-
rule(6) of rule 4.
(2) Here give the name and address of the alleged offender. In case of a
manufacturing/processing/operation unit, indicate the name/location/nature of
activity etc.
(3) Documentary evidence shall include photograph/ technical reports/ health report
of the area, etc. for enabling enquiry into the alleged violation/ offence.
[No. 1(18)/86-PL]
T.N. SESHAN, Secy.
530 The Environment (Protection) Rules, 1986
1[FORM-V]
(See rule 14)
Environmental statement for the financial year ending the 31st
PART-A
(i) Name and address of the owner/occupier of the industry operation or process
(ii) Industry category Primary (STC Code) Secondary (SIC Code)
(iii) Production capacity Units ----------
(iv) Year of Establishment
(v) Date of last environmental statement submitted
PART-B
Water and Raw Material Consumption
(i) Water consumption m3/d
Process
Cooling
Domestic
Name of Products Process water consumption per unit of product output.
During the previous During the current
financial year financial year
(1) (2)
(1)
(2)
(3)
1 Substituted by Rule 2(b) of Environment (Protection) Amendment Rules, 1993 notified vide G.S.R. 386 (E) dated
22.04.1993.
The Environment (Protection) Rules, 1986 531
(ii) Raw material consumption
*Name of raw Name of Products Consumption of raw material per unit of output
materials
During the previous During the current
financial year financial year
* Industry may use codes if disclosing details of raw material would violate contractual
obligations, otherwise all industries have to name the raw materials used.
PART-C
Pollution discharged to environment/unit of output
(Parameter as specified in the consent issued)
(1) Pollutants Quality of Concentrations of Percentage of
Pollutants pollutants variation from
discharged discharges prescribed standards
(mass/day) (Mass/volume) with reasons.
(a) Water
(b) Air
PART-D
HAZARDOUS WASTES
(As specified under 1[Hazardous Wastes (Management, Handling and Transboundry
Movement) Rules, 2008)]
Hazardous Wastes Total Quantity (Kg.)
During the previous During the current
financial year financial year
(a) From process
(b) From pollution control facilities
1
The Hazardous Wastes (Management, Handling and Transboundary Movement) Rules, 2008 notified vide S.O.2265(E),
dated 24.9.2008.
532 The Environment (Protection) Rules, 1986
PART-E
Solid Wastes
Total Quantity
During the previous During the current
financial year financial year
(a) From process
(b) From pollution control facilities
(c) (1) Quantity recycled or re-utilized within theunit.
(2) Sold
(3) Disposed
PART-F
Please specify the characterizations (in terms of composition of quantum) of
hazardous as well as solid wastes and indicate disposal practice adopted for both these
categories of wastes.
PART-G
Impact of the pollution abatement measures taken on conservation of natural
resources and on the cost of production.
PART-H
Additional measures/investment proposal for environmental protection including
abatement of pollution, prevention of pollution.
PART-I
Any other particulars for improving the quality of the environment.
[F.No. Q-15015/1/90-CPA]
MUKUL SANWAL, Jt. Secy.
The Environment (Protection) Rules, 1986 533
1[SCHEDULE II]
(See rule 3)
General standards for discharge of effluents
Sl. Parameter Standards
No.
Inland surface Public Land for Marine coastal areas
water sewers irrigation
(a) (b) (c) (d)"
Rule 1,Colour and odour See Note 1 - See Note 1 See Note 1,"Colour and odour See Note 1 - See Note 1 See Note 1

2. Suspended solids, mg/l, Max 100 600 200 (a) For process waste
water-100
(b) For cooling water
effluent-10 per cent
above total
suspended matter of
influent cooling
water."
Rule 3,"Particle size of suspended Shall pass 850 (a) Floatable solids,Max","Particle size of suspended Shall pass 850 (a) Floatable solids,Max

solids micron IS Sieve 3 mm
(b) Settleable solids Max
850 microns."
Rule 4,"Dissolved Solids (inorganic), 2100 2100 2100","Dissolved Solids (inorganic), 2100 2100 2100

mg/a, max.
5. PH value 5.5 to 9.0 5.5 to 9.0 5.5 to 9.0 5.5 to 9.0"
Rule 6,"Temperature0oC, Max Shall not exceed 45 at the - 45 at the point of","Temperature0oC, Max Shall not exceed 45 at the - 45 at the point of

40 in any section point of discharge.
of the stream discharge
within 15 meters
down stream
from the effluent
outlet
7. Oil and grease, mg/l max. 10 20 10 20
8. Total residual chlorine, mg/l, 1.0 - - 1.0
Max."
Rule 9,"Ammonical nitrogen (as N), 50 50 - 50","Ammonical nitrogen (as N), 50 50 - 50

mg/l, Max."
Rule 10,"Total kjeldahl nitrogen (as N), 100 - - 100","Total kjeldahl nitrogen (as N), 100 - - 100

mg/l,Max.
11. Free Ammonia (as NH3), Mg/l, 5.0 - - 5.0
Max."
Rule 12,Biochemical Oxygen Demand 30 350 100 100,"Biochemical Oxygen Demand 30 350 100 100

2[3days at 27 C]Max.
1
Schedule II inserted vide G.S.R. 919(E) dt. 12.9.88, published in the Gazette no. 488 dt. 12.9.88 and omitted by
G.S.R.801(E), dated 31.12.1993.
2
Substituted by Rule2 of the Environment (Protection) Amendment Rules, 1996 notified by G.S.R.176, dated 2.4.1996
may be read as BOD (3 days at 27oC) wherever BOD 5 days 20oC occurred.
534 The Environment (Protection) Rules, 1986"
Rule 13,"Chemical Oxygen Demand, 250 - - 250","Chemical Oxygen Demand, 250 - - 250

mg/l Max.
14. Arsenic (as As), mg/l, Max. 0.2 0.2 0.2 0.2
15. Mercury (As Hg), Mg/l Max. 0.01 0.01 - 0.01
16. Lead (as Pb), Mg/l, Max. 0.1 1.0 - 1.0
17. Cadmium (as Cd) Mg/l,Max. 2.0 1.0 - 2.0
18. Hexavalent chromium (as 0.1 2.0 - 1.0
Cr+6) mg/l, Max.
19. Total chromium (as Cr), mg/l, 2.0 2.0 - 2.0
Max.
20. Copper (As Cu) mg/l, Max. 3.0 3.0 - 3.0
21. Zinc. (as Zn), mg/l, Max. 5.0 15 - 15
22. Selenium (as Se), mg/l, Max. 0.05 0.05 - 0.05
23. Nickel (as Ni), mg/l, Max 3.0 3.0 - 5.0
24. Boron (as B), mg/l, Max 2.0 2.0 2.0 -
25. Percent sodium, Max. - 60 60 -
26. Residual Sodium carbonate, - - 5.0 -
mg/l, Max.
27. Cynide (as CN), mg/l, Max. 0.2 2.0 0.2 0.2
28. Chloride (asCl), mg/l, Max. 1000 1000 600 -
29. Fluoride (as F), mg/l, Max. 2.0 15 - 15
30. Dissolved Phosphates (as P) 5.0 - - -
mg/l, Max.
31. Sulphate (as SO), mg/l, Max. 1000 1000 1000 -
4
32. Sulphide (as S), mg/l, Max. 2.0 - - 5.0"
Rule 33,Pesticides Absent Absent Absent Absent,"Pesticides Absent Absent Absent Absent

34. Phenolic compounds (as 1.0 5.0 - 5.0
CHOH) mg/l, Max.
6 5"
Rule 35,Radioactive materials :,"Radioactive materials :

(a) Alpha emitters MC/ml. 10 7 10 7 10 8 10 7
Max.
(b) Beta emitters c/ml. 10 6 10 6 10 7 10 6
Max
Note : 1. All efforts should be made to remove colour and unpleasant odocur as far as
practicable."
Rule 2,The standards mentioned in this notification shall apply to all the effluents,"The standards mentioned in this notification shall apply to all the effluents

discharged such as industrial mining and mineral processing activities municipal
sewage etc."
Rule 3,1,"1

1 Omitted by Rule 2 of the Environment (Protection) Fourth Amendment Rules, 1992 vide Notification GSR 797(E)
dated 01.01.1992, Gazette No. 396 dated 01.01.1992.
The Environment (Protection) Rules, 1986 535
1[SCHEDULE III]
(See rule 3)
AMBIENT AIR QUALITY STANDARDS IN RESPECT OF NOISE
Area Code Category of Area Limits in dB(A) Leq.
Date Time Night Times
(A) Industrial Area 75 70
(B) Commercial Area 65 55
(C) Residential Area 55 45
(D) Silence Zone 50 40
Note :
1. Day time is reckoned in between 6 a.m. and 9 p.m.
2. Night time is reckoned in between 9 p.m. and 6 a.m."
Rule 3,Silence zone is defined as areas upto 100 meters around such premises as,"Silence zone is defined as areas upto 100 meters around such premises as

hospitals, educational institutions and courts. The Silence zones are to be
declared by the Competent Authority.
Use of vehicular horns, loudspeakers and bursting of crackers shall be
banned in these zones."
